1,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
333,63204,Male,Loyal Customer,39,Business travel,Business,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0,satisfied
334,113849,Male,Loyal Customer,50,Business travel,Business,1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,232,satisfied
335,95508,Female,Loyal Customer,43,Business travel,Eco Plus,189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11,neutral or dissatisfied
336,112350,Male,Loyal Customer,41,Business travel,Business,1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0,satisfied
337,20650,Male,Loyal Customer,46,Business travel,Eco,552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,0,satisfied
338,65517,Male,Loyal Customer,41,Business travel,Business,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6,satisfied
339,116988,Female,Loyal Customer,31,Business travel,Eco,646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0,neutral or dissatisfied
340,116210,Female,Loyal Customer,53,Personal Travel,Eco,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13,neutral or dissatisfied
341,15218,Female,Loyal Customer,39,Business travel,Business,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0,satisfied
342,35387,Female,Loyal Customer,53,Business travel,Business,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156,satisfied
343,20002,Male,Loyal Customer,25,Business travel,Eco,646,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,4,satisfied
344,102927,Female,disloyal Customer,20,Business travel,Eco,317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,14,neutral or dissatisfied
345,92462,Male,disloyal Customer,46,Business travel,Eco,1892,3,3,3,3,2,3,2,2,3,4,4,4,3,2,0,0,neutral or dissatisfied
346,70950,Male,Loyal Customer,10,Personal Travel,Eco,612,3,4,2,3,1,2,1,1,2,5,3,5,3,1,0,0,neutral or dissatisfied
347,76034,Female,Loyal Customer,47,Business travel,Business,2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0,satisfied
348,97177,Male,Loyal Customer,32,Personal Travel,Eco,1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,0,neutral or dissatisfied
349,51719,Female,Loyal Customer,14,Personal Travel,Eco,237,2,4,2,4,2,2,2,2,3,5,5,4,5,2,3,12,neutral or dissatisfied
350,129201,Female,Loyal Customer,16,Business travel,Business,2442,2,2,2,2,4,4,4,4,3,3,3,5,5,4,0,0,satisfied
351,35558,Female,Loyal Customer,53,Personal Travel,Eco,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0,neutral or dissatisfied
352,109398,Male,Loyal Customer,55,Business travel,Business,2896,1,1,1,1,3,5,5,5,5,5,5,4,5,3,2,0,satisfied
353,65351,Female,Loyal Customer,28,Business travel,Business,1537,2,2,2,2,5,5,5,5,5,3,5,4,5,5,0,0,satisfied
354,102482,Female,Loyal Customer,49,Personal Travel,Eco,197,2,3,2,4,4,4,3,3,3,2,2,3,3,1,3,0,neutral or dissatisfied
355,17932,Male,Loyal Customer,54,Personal Travel,Eco Plus,789,1,4,1,3,1,1,1,1,4,3,5,5,5,1,0,0,neutral or dissatisfied
356,122276,Female,Loyal Customer,70,Personal Travel,Eco,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0,neutral or dissatisfied
357,57484,Female,disloyal Customer,25,Business travel,Eco,782,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,19,neutral or dissatisfied
358,121069,Female,Loyal Customer,48,Business travel,Business,951,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0,satisfied
359,41414,Male,Loyal Customer,7,Personal Travel,Eco,563,2,4,2,2,2,2,2,2,5,3,5,5,4,2,0,0,neutral or dissatisfied
360,49839,Male,Loyal Customer,39,Business travel,Eco,109,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,5,neutral or dissatisfied
361,48189,Male,Loyal Customer,79,Business travel,Eco,414,2,1,1,1,2,2,2,2,1,2,3,1,3,2,1,0,neutral or dissatisfied
362,82445,Female,disloyal Customer,28,Business travel,Business,502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0,neutral or dissatisfied
363,108108,Male,Loyal Customer,41,Business travel,Business,990,4,4,4,4,4,4,5,4,4,4,4,3,4,3,37,38,satisfied
364,63984,Female,disloyal Customer,27,Business travel,Eco Plus,1192,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0,32,neutral or dissatisfied
365,105287,Female,Loyal Customer,59,Business travel,Business,2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,1,satisfied
366,9385,Female,Loyal Customer,21,Personal Travel,Eco,401,3,2,5,3,5,5,5,5,3,2,3,4,3,5,71,117,neutral or dissatisfied
367,25265,Male,Loyal Customer,48,Business travel,Eco,425,5,4,4,4,5,5,5,5,4,3,1,5,4,5,0,0,satisfied
368,119844,Male,Loyal Customer,53,Business travel,Eco,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0,neutral or dissatisfied
369,33840,Female,Loyal Customer,42,Business travel,Business,1609,2,4,1,4,2,2,3,2,2,2,2,2,2,1,12,0,neutral or dissatisfied
370,81815,Female,disloyal Customer,48,Business travel,Eco,1310,1,1,1,4,1,1,1,1,2,5,4,2,4,1,52,27,neutral or dissatisfied
371,83524,Male,Loyal Customer,59,Personal Travel,Eco,946,4,2,3,2,1,3,1,1,4,1,3,3,3,1,0,0,satisfied
372,78999,Female,Loyal Customer,53,Business travel,Business,3804,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0,satisfied
373,46712,Male,Loyal Customer,24,Personal Travel,Eco,125,2,4,0,4,2,0,3,2,2,2,4,1,3,2,47,94,neutral or dissatisfied
374,41188,Male,Loyal Customer,56,Personal Travel,Eco,429,2,1,2,3,3,2,3,3,1,4,3,3,2,3,35,29,neutral or dissatisfied
375,5326,Female,Loyal Customer,42,Business travel,Business,3004,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,14,satisfied
376,80176,Female,disloyal Customer,24,Business travel,Eco,1455,2,2,2,3,2,4,4,2,4,4,1,4,3,4,0,0,neutral or dissatisfied
377,46900,Male,Loyal Customer,28,Business travel,Business,833,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,0,satisfied
378,89219,Female,Loyal Customer,17,Personal Travel,Eco,1892,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0,0,neutral or dissatisfied
379,17928,Male,Loyal Customer,31,Business travel,Eco Plus,789,2,4,4,4,2,1,2,2,1,4,4,3,4,2,0,0,neutral or dissatisfied
380,55425,Male,Loyal Customer,60,Business travel,Business,2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,0,satisfied
381,88130,Male,disloyal Customer,39,Business travel,Business,444,4,4,4,3,1,4,1,1,5,2,5,4,5,1,12,16,satisfied
382,48354,Female,Loyal Customer,47,Business travel,Eco,522,4,5,5,5,3,2,1,4,4,4,4,2,4,2,40,26,satisfied
383,105905,Male,Loyal Customer,60,Business travel,Eco,283,3,4,4,4,3,3,3,3,2,2,4,2,4,3,20,16,neutral or dissatisfied
384,60943,Male,Loyal Customer,13,Business travel,Business,1529,5,5,3,5,4,4,4,4,4,4,5,3,5,4,0,0,satisfied
385,101584,Male,disloyal Customer,29,Business travel,Business,1099,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,51,neutral or dissatisfied
386,71388,Female,Loyal Customer,45,Business travel,Business,2580,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0,satisfied
387,77866,Male,Loyal Customer,44,Business travel,Business,1262,1,1,3,1,3,5,5,4,4,4,4,5,4,4,0,0,satisfied
388,49223,Female,Loyal Customer,50,Business travel,Eco,109,5,1,1,1,4,5,1,5,5,5,5,3,5,2,0,11,satisfied
389,106530,Female,Loyal Customer,26,Personal Travel,Eco,271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,93,neutral or dissatisfied
390,28676,Female,Loyal Customer,27,Business travel,Business,2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0,satisfied
391,39553,Male,Loyal Customer,16,Business travel,Business,2865,2,2,2,2,5,5,5,5,3,2,3,4,5,5,2,0,satisfied
392,109597,Female,disloyal Customer,24,Business travel,Eco,920,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0,neutral or dissatisfied
393,62291,Male,disloyal Customer,34,Business travel,Business,414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0,neutral or dissatisfied
394,40177,Female,Loyal Customer,30,Business travel,Business,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0,satisfied
395,33413,Male,Loyal Customer,50,Business travel,Eco,2349,4,3,3,3,4,4,4,4,1,2,4,3,4,4,0,0,satisfied
396,127599,Male,disloyal Customer,21,Business travel,Eco,1773,3,3,3,4,4,3,4,4,3,5,4,3,5,4,0,0,neutral or dissatisfied
397,66723,Male,Loyal Customer,61,Personal Travel,Eco,802,1,3,1,3,4,1,4,4,1,2,3,2,4,4,0,0,neutral or dissatisfied
398,73698,Female,Loyal Customer,32,Business travel,Business,192,3,2,2,2,3,3,3,3,4,5,3,4,3,3,0,0,neutral or dissatisfied
399,27641,Female,Loyal Customer,22,Personal Travel,Eco Plus,937,2,5,3,2,1,3,1,1,1,4,4,4,3,1,0,0,neutral or dissatisfied
400,83891,Male,Loyal Customer,46,Business travel,Business,1050,1,0,0,4,2,4,3,4,4,0,4,3,4,2,0,0,neutral or dissatisfied
401,51662,Female,disloyal Customer,15,Business travel,Eco,370,3,2,2,4,4,2,3,4,3,3,3,1,4,4,3,8,neutral or dissatisfied
402,19833,Female,Loyal Customer,29,Personal Travel,Eco,413,3,1,3,4,1,3,1,1,1,3,4,3,4,1,7,14,neutral or dissatisfied
403,63416,Female,Loyal Customer,12,Personal Travel,Eco,372,4,5,4,4,5,4,5,5,4,5,4,3,5,5,89,88,neutral or dissatisfied
404,7645,Male,disloyal Customer,50,Business travel,Business,641,2,2,2,3,1,2,1,1,3,2,5,4,5,1,7,17,neutral or dissatisfied
405,86002,Male,Loyal Customer,54,Business travel,Eco,528,2,3,1,3,2,2,2,2,1,4,3,2,2,2,0,0,neutral or dissatisfied
406,64457,Male,Loyal Customer,69,Personal Travel,Eco,989,1,4,1,1,5,1,5,5,3,2,4,4,5,5,6,3,neutral or dissatisfied
407,109551,Male,Loyal Customer,38,Personal Travel,Eco,920,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,0,neutral or dissatisfied
408,86553,Female,disloyal Customer,25,Business travel,Eco Plus,853,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0,neutral or dissatisfied
409,17491,Male,Loyal Customer,26,Business travel,Eco,352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,99,neutral or dissatisfied
410,114667,Female,Loyal Customer,53,Business travel,Business,2690,3,3,3,3,5,5,5,3,3,4,3,3,3,5,0,0,satisfied
411,59149,Male,Loyal Customer,47,Business travel,Business,1846,2,2,2,2,5,4,4,4,4,4,4,4,4,5,62,55,satisfied
412,74892,Male,Loyal Customer,42,Business travel,Business,2475,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0,satisfied
413,15197,Male,disloyal Customer,19,Business travel,Eco,461,3,3,3,4,3,5,4,4,5,4,4,4,4,4,141,121,neutral or dissatisfied
414,6867,Male,Loyal Customer,63,Personal Travel,Eco,622,3,5,3,2,3,3,3,3,4,2,5,5,5,3,10,11,neutral or dissatisfied
415,111943,Male,disloyal Customer,18,Business travel,Eco,533,3,5,3,4,2,3,3,2,5,4,5,5,4,2,0,0,neutral or dissatisfied
416,46720,Male,Loyal Customer,52,Personal Travel,Eco,125,3,5,3,2,3,3,2,3,3,5,2,1,3,3,0,0,neutral or dissatisfied
417,67966,Male,Loyal Customer,60,Business travel,Eco Plus,1464,3,2,2,2,3,3,3,3,4,3,4,4,4,3,0,3,neutral or dissatisfied
418,33341,Male,Loyal Customer,38,Business travel,Business,2355,2,2,2,2,3,4,3,5,5,5,5,1,5,3,24,0,satisfied
419,50319,Male,Loyal Customer,41,Business travel,Eco,77,5,1,1,1,5,5,5,5,2,2,2,1,2,5,0,0,satisfied
420,82927,Male,Loyal Customer,41,Business travel,Business,2563,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,0,satisfied
421,14562,Female,disloyal Customer,15,Business travel,Eco,986,2,2,2,5,1,2,1,1,5,5,5,5,4,1,0,6,neutral or dissatisfied
422,108335,Female,Loyal Customer,49,Business travel,Eco,1750,1,5,5,5,1,1,1,4,2,2,4,1,2,1,132,117,neutral or dissatisfied
423,97959,Male,Loyal Customer,18,Personal Travel,Eco,793,4,4,4,5,3,4,4,3,3,4,5,4,4,3,91,71,satisfied
424,1026,Female,Loyal Customer,39,Business travel,Eco,229,5,5,5,5,5,5,5,5,2,3,5,3,2,5,0,0,satisfied
425,26910,Female,Loyal Customer,25,Business travel,Business,1874,2,3,1,1,2,2,2,2,2,2,4,4,5,2,0,0,neutral or dissatisfied
426,14054,Male,disloyal Customer,28,Business travel,Business,319,5,5,5,3,4,5,5,4,5,4,4,3,4,4,0,0,satisfied
427,109458,Female,Loyal Customer,37,Business travel,Business,2571,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0,satisfied
428,51772,Female,Loyal Customer,31,Personal Travel,Eco,261,3,4,3,4,3,3,3,3,1,5,4,2,4,3,87,75,neutral or dissatisfied
429,15019,Female,Loyal Customer,32,Personal Travel,Eco,557,3,4,3,3,3,3,3,3,5,3,4,4,5,3,81,63,neutral or dissatisfied
430,23664,Female,disloyal Customer,25,Business travel,Eco,196,2,4,2,4,5,2,5,5,5,4,5,5,1,5,0,5,neutral or dissatisfied
431,6731,Male,Loyal Customer,55,Business travel,Business,3934,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0,satisfied
432,57753,Male,Loyal Customer,51,Business travel,Business,2704,4,4,4,4,5,5,5,3,4,3,4,5,4,5,60,75,satisfied
433,29788,Female,Loyal Customer,40,Business travel,Business,2334,0,4,1,2,4,1,3,5,5,5,5,3,5,2,0,0,satisfied
434,28336,Male,Loyal Customer,25,Business travel,Business,3848,1,2,1,1,4,4,4,4,1,5,2,1,2,4,0,0,satisfied
435,2878,Female,Loyal Customer,70,Personal Travel,Eco,409,3,5,3,3,2,4,5,5,5,3,1,3,5,3,0,14,neutral or dissatisfied
436,81675,Female,Loyal Customer,55,Business travel,Eco,907,2,3,3,3,4,4,3,2,2,2,2,1,2,3,19,11,neutral or dissatisfied
437,50905,Male,Loyal Customer,53,Personal Travel,Eco,262,1,5,1,1,5,1,5,5,3,1,1,3,1,5,70,55,neutral or dissatisfied
438,90850,Male,Loyal Customer,73,Business travel,Business,2141,1,1,1,1,3,4,3,2,2,2,1,3,2,4,0,0,neutral or dissatisfied
439,29340,Female,Loyal Customer,32,Business travel,Eco Plus,859,0,0,0,3,3,0,2,3,3,3,4,5,4,3,0,0,satisfied
440,68731,Male,Loyal Customer,30,Personal Travel,Eco Plus,237,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0,neutral or dissatisfied
441,115978,Male,Loyal Customer,19,Personal Travel,Eco,308,1,4,4,3,5,4,5,5,4,5,5,3,4,5,91,92,neutral or dissatisfied
442,29829,Male,Loyal Customer,33,Business travel,Business,3679,2,2,2,2,5,5,5,5,3,3,5,2,2,5,0,0,satisfied
443,82401,Female,Loyal Customer,13,Personal Travel,Eco,501,3,4,3,4,2,3,2,2,4,3,5,4,4,2,0,0,neutral or dissatisfied
444,80083,Male,Loyal Customer,53,Business travel,Eco Plus,550,3,4,4,4,3,3,3,3,5,1,3,4,3,3,0,0,satisfied
445,42783,Female,disloyal Customer,31,Business travel,Eco,1118,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,20,neutral or dissatisfied
446,39020,Male,Loyal Customer,62,Business travel,Business,3179,1,1,1,1,4,3,4,4,4,4,4,4,4,4,0,0,satisfied
447,46111,Male,Loyal Customer,29,Personal Travel,Eco,1085,4,4,3,5,2,3,2,2,4,5,4,3,5,2,8,11,neutral or dissatisfied
448,66327,Male,Loyal Customer,57,Business travel,Business,2807,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,7,satisfied
449,43012,Male,Loyal Customer,34,Business travel,Business,3802,0,0,0,4,3,4,1,2,2,2,2,2,2,2,0,0,satisfied
450,82776,Male,disloyal Customer,45,Business travel,Eco,926,3,3,3,4,5,3,2,5,3,2,3,4,4,5,26,44,neutral or dissatisfied
451,48215,Female,Loyal Customer,65,Personal Travel,Eco,192,1,2,1,3,5,4,3,2,2,1,2,2,2,3,0,0,neutral or dissatisfied
452,57441,Female,Loyal Customer,48,Business travel,Business,235,2,5,5,5,2,4,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
453,55928,Female,Loyal Customer,8,Personal Travel,Eco,733,4,2,4,2,3,4,3,3,1,1,1,4,2,3,0,0,neutral or dissatisfied
454,98446,Male,Loyal Customer,36,Personal Travel,Eco,814,1,0,1,2,5,1,5,5,4,5,5,1,5,5,32,12,neutral or dissatisfied
455,121273,Female,Loyal Customer,48,Business travel,Business,2075,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0,satisfied
456,59385,Female,Loyal Customer,10,Personal Travel,Eco,2338,3,4,3,3,5,3,5,5,3,2,4,5,5,5,1,0,neutral or dissatisfied
457,27078,Male,disloyal Customer,24,Business travel,Eco,834,4,4,4,4,5,4,5,5,1,2,5,3,1,5,14,0,satisfied
458,104661,Male,Loyal Customer,52,Business travel,Business,1778,4,4,4,4,2,5,4,3,3,3,3,5,3,5,4,7,satisfied
459,111483,Male,disloyal Customer,43,Business travel,Eco,1052,3,4,4,3,4,4,4,4,3,3,2,3,1,4,0,0,neutral or dissatisfied
460,11558,Female,Loyal Customer,21,Business travel,Business,657,2,2,2,2,5,5,5,5,5,2,4,5,4,5,6,0,satisfied
461,83673,Female,disloyal Customer,24,Business travel,Eco,577,3,3,3,3,2,3,2,2,2,3,3,4,2,2,0,0,neutral or dissatisfied
462,120382,Male,disloyal Customer,40,Business travel,Business,449,4,4,4,2,3,4,3,3,5,4,4,4,4,3,4,0,satisfied
463,82170,Female,Loyal Customer,8,Personal Travel,Eco,237,1,5,1,1,2,1,3,2,5,2,4,3,4,2,0,0,neutral or dissatisfied
464,117397,Female,Loyal Customer,40,Business travel,Business,544,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,satisfied
465,59357,Male,Loyal Customer,41,Business travel,Business,2556,4,4,4,4,4,3,4,5,5,5,5,4,5,4,0,0,satisfied
466,91983,Female,Loyal Customer,67,Personal Travel,Eco Plus,2475,4,4,4,4,3,3,4,5,5,4,5,4,5,4,0,0,neutral or dissatisfied
467,119617,Male,Loyal Customer,40,Business travel,Business,3034,2,2,3,2,4,5,5,4,4,4,4,4,4,4,8,28,satisfied
468,90639,Female,Loyal Customer,51,Business travel,Business,366,1,1,1,1,3,4,4,4,4,5,4,5,4,4,0,0,satisfied
469,59638,Female,Loyal Customer,59,Business travel,Business,956,2,1,1,1,5,3,3,2,2,2,2,4,2,1,1,13,neutral or dissatisfied
470,119074,Male,Loyal Customer,29,Business travel,Business,2218,3,3,2,3,3,3,3,3,4,3,5,4,4,3,0,0,satisfied
471,13395,Male,Loyal Customer,70,Personal Travel,Eco,456,0,1,0,4,4,0,4,4,1,4,4,4,4,4,19,45,satisfied
472,108871,Male,Loyal Customer,12,Personal Travel,Eco Plus,1892,4,1,4,2,5,4,5,5,2,3,2,1,2,5,28,45,neutral or dissatisfied
473,104029,Male,disloyal Customer,26,Business travel,Business,1262,0,0,0,3,4,0,3,4,4,2,4,5,4,4,9,0,satisfied
474,12025,Male,Loyal Customer,41,Business travel,Business,3423,3,3,3,3,4,2,4,5,5,5,5,4,5,1,0,0,satisfied
475,42755,Male,Loyal Customer,60,Business travel,Business,493,4,4,4,4,2,4,5,3,3,3,3,3,3,3,0,0,satisfied
476,32936,Male,Loyal Customer,39,Personal Travel,Eco,163,3,5,3,1,1,3,1,1,4,2,5,3,4,1,0,0,neutral or dissatisfied
477,53978,Female,Loyal Customer,68,Personal Travel,Eco,1117,3,2,3,3,3,3,3,5,5,3,5,2,5,4,7,0,neutral or dissatisfied
478,70029,Male,Loyal Customer,32,Business travel,Business,2187,2,2,2,2,3,4,3,3,4,4,4,4,4,3,0,0,satisfied
479,96407,Male,Loyal Customer,18,Personal Travel,Eco,1342,3,4,4,2,3,4,3,3,4,3,3,5,5,3,0,0,neutral or dissatisfied
480,127129,Male,Loyal Customer,15,Personal Travel,Eco,304,3,5,3,2,2,3,1,2,3,5,4,5,4,2,0,0,neutral or dissatisfied
481,113946,Female,Loyal Customer,43,Business travel,Business,1750,1,3,1,1,5,5,4,4,4,4,4,4,4,5,0,7,satisfied
482,40606,Male,Loyal Customer,49,Personal Travel,Eco,216,3,4,0,3,3,0,3,3,4,5,3,4,4,3,0,0,neutral or dissatisfied
483,7742,Male,Loyal Customer,25,Personal Travel,Eco,489,3,3,3,2,3,3,5,3,4,1,5,2,4,3,8,14,neutral or dissatisfied
484,128529,Female,Loyal Customer,50,Personal Travel,Eco,370,2,1,2,3,1,4,3,4,4,2,4,1,4,3,0,0,neutral or dissatisfied
485,80556,Female,Loyal Customer,39,Business travel,Business,1747,2,2,2,2,4,4,4,3,4,5,4,4,4,4,132,123,satisfied
486,22155,Female,Loyal Customer,33,Business travel,Business,773,2,2,2,2,4,4,4,2,3,2,2,4,1,4,140,129,satisfied
487,56314,Male,Loyal Customer,17,Personal Travel,Business,200,3,1,3,4,2,3,2,2,4,1,3,4,3,2,40,27,neutral or dissatisfied
488,82206,Male,Loyal Customer,41,Business travel,Business,405,1,1,1,1,3,4,5,1,1,2,1,3,1,4,0,5,satisfied
489,68344,Male,Loyal Customer,31,Business travel,Business,1598,5,5,5,5,4,4,4,4,3,4,5,5,4,4,0,0,satisfied
490,18464,Female,disloyal Customer,39,Business travel,Business,201,4,3,3,4,1,3,1,1,2,5,5,3,1,1,0,0,satisfied
491,129310,Male,Loyal Customer,64,Business travel,Business,2475,3,3,3,3,2,4,5,5,5,5,5,3,5,3,4,0,satisfied
492,8558,Female,Loyal Customer,30,Business travel,Business,2657,4,5,4,5,1,1,4,1,3,1,4,3,3,1,8,7,neutral or dissatisfied
493,24839,Male,Loyal Customer,29,Personal Travel,Eco,861,1,1,1,4,4,1,4,4,4,2,4,2,4,4,0,0,neutral or dissatisfied
494,10735,Male,Loyal Customer,74,Business travel,Eco,134,2,5,5,5,2,2,2,2,4,2,3,2,2,2,43,41,neutral or dissatisfied
495,51644,Female,Loyal Customer,36,Business travel,Eco,455,3,1,1,1,3,3,3,3,4,4,3,4,3,3,0,0,neutral or dissatisfied
496,129771,Male,Loyal Customer,16,Personal Travel,Eco,308,3,4,3,3,1,3,5,1,4,2,5,5,4,1,2,0,neutral or dissatisfied
497,5412,Female,Loyal Customer,54,Business travel,Business,812,4,4,4,4,4,5,4,4,4,4,4,3,4,5,0,0,satisfied
498,98444,Female,disloyal Customer,38,Business travel,Eco,414,3,0,3,4,3,3,3,3,1,4,5,1,1,3,17,2,neutral or dissatisfied
499,108010,Male,disloyal Customer,20,Business travel,Business,271,0,0,0,1,1,0,1,1,5,4,4,4,4,1,0,0,satisfied
500,92145,Female,Loyal Customer,46,Business travel,Business,1522,3,2,3,3,3,5,4,4,4,4,4,3,4,5,0,0,satisfied